System,Subject,Category,Item,Year,No. of Cases
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2019,237
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2019,305
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological  abuse,2019,8
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2019,26
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2019,565
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2019,441
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2019,648
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2019,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2019,35
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2019,13
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2019,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2019,9
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2019,14
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2019,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2019,1
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2019,22
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2019,1
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2019,111
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2019,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2019,3
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2019,75
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2019,22
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2019,3
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Chinese,2019,941
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indonesian,2019,7
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Filipino,2019,9
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indian,2019,2
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Pakistani,2019,7
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Nepalese,2019,11
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Thai,2019,5
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Japanese,2019,4
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,African,2019,4
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,British,2019,3
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Canadian,2019,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Russian,2019,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Italian,2019,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Nigerian,2019,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Vietnamese,2019,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Malaysian,2019,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Mongolian,2019,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2019,6
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2019,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2019,18
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2019,22
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2019,40
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2019,6
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2019,46
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2019,57
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2019,58
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2019,70
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2019,54
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2019,114
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2019,51
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2019,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2019,52
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2019,111
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2019,37
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2019,68
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2019,70
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2019,45
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2019,24
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2019,2313
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2019,20
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2019,311
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2019,276
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2019,2460
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2019,460
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2019,1847
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2019,333
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2019,116
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2019,38
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2019,373
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2019,10
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2019,199
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2019,4
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2019,2653
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2019,39
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2019,46
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indian,2019,32
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Pakistani,2019,45
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Nepalese,2019,14
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Thai,2019,6
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,White,2019,3
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Japanese,2019,1
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Other Asian,2019,43
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,African,2019,7
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Others,2019,10
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Unknown,2019,21
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2019,72
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2019,53
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2019,57
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2019,156
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2019,52
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2019,122
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2019,148
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2019,143
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2019,198
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2019,149
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2019,254
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2019,247
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2019,129
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2019,155
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2019,377
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2019,90
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwai Tsing,2019,248
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tuen Mun,2019,235
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Outside Hong Kong,2019,27
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Unknown,2019,8
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Rape/Unlawful Sexual Intercourse,2019,159
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Indecent assault,2019,778
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced masturbation,2019,0
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Forced oral sex,2019,0
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Unlawful Buggery,2019,5
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Others,2019,4
CISSCBSV,Newly Reported Sexual Violence Cases,Type of Incident,Multiple Abuse,2019,33
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Female,2019,957
CISSCBSV,Newly Reported Sexual Violence Cases,Sex of Victim,Male,2019,22
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Parent,2019,27
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Child,2019,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Sibling,2019,9
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,In-law,2019,1
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Other relative,2019,23
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual lover,2019,15
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex lover,2019,1
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-lover,2019,25
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Same-sex ex-lover,2019,0
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Friend,2019,135
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Caregiver (Non-relative),2019,6
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Employer / employee / colleague,2019,128
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Teacher / tutor,2019,11
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Stranger,2019,596
CISSCBSV,Newly Reported Sexual Violence Cases,Perpetrator's Relationship with the Victim,Others,2019,2
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Chinese,2019,892
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indonesian,2019,16
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Filipino,2019,34
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Indian,2019,2
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Pakistani,2019,2
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Nepalese,2019,3
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Thai,2019,1
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,White,2019,6
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Japanese,2019,0
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Other Asian,2019,20
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,African,2019,3
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Others,2019,0
CISSCBSV,Newly Reported Sexual Violence Cases,Ethnicity of Victim,Unknown,2019,0
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Central & Western,2019,98
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Southern,2019,11
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Island,2019,23
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Eastern,2019,54
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wan Chai,2019,75
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kowloon City,2019,38
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yau Tsim Mong,2019,149
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sham Shui Po,2019,45
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Wong Tai Sin,2019,38
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Sai Kung,2019,26
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwun Tong,2019,54
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Shatin,2019,64
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tai Po,2019,26
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,North,2019,18
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Yuen Long,2019,57
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tsuen Wan,2019,36
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Kwai Tsing,2019,46
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Tuen Mun,2019,49
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Outside Hong Kong ,2019,24
CISSCBSV,Newly Reported Sexual Violence Cases,District Where Incident Happened,Unknown,2019,48
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Physical harm / abuse,2020,389
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Neglect,2020,201
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Sexual abuse,2020,313
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Psychological harm / abuse,2020,10
CPR,Newly Registered Child Protection Cases,Types of Harm/Maltreatment,Multiple abuse,2020,27
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Female,2020,536
CPR,Newly Registered Child Protection Cases,Sex of Maltreated Child,Male,2020,404
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Parent,2020,583
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Sibling ,2020,18
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Step-parent,2020,46
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Grandparent,2020,21
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Relative,2020,17
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Family friend / Parent of peer,2020,10
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Caregiver,2020,15
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,School teacher / personnel,2020,16
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Staff of boarding section of school,2020,0
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Tutor / Coach,2020,19
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Religious personnel,2020,1
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Schoolmate / friend / peer,2020,89
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Co-tenant / Neighbour,2020,7
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Inmate of residential service,2020,5
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unrelated person (including strangers) ,2020,104
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Unidentified person,2020,25
CPR,Newly Registered Child Protection Cases,Perpetrator's Relationship with Maltreated Child,Other,2020,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Chinese,2020,887
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indonesian,2020,4
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Filipino,2020,10
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Indian,2020,6
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Pakistani,2020,6
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Nepalese,2020,6
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Thai,2020,3
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Vietnamese,2020,2
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,African,2020,4
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,British,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Russian,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,New Zealander ,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Sri Lankan,2020,2
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Canadian,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Italian,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Nigerian,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Australian,2020,3
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Japanese,2020,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Singaporean,2020,1
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Malaysian,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Mongolian,2020,0
CPR,Newly Registered Child Protection Cases,Ethnicity of Maltreated Child,Others,2020,5
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Central & Western,2020,11
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Southern,2020,23
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Islands,2020,16
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Eastern,2020,53
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wan Chai,2020,12
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kowloon City,2020,48
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yau Tsim Mong,2020,74
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sham Shui Po,2020,73
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Wong Tai Sin,2020,49
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Sai Kung,2020,39
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwun Tong,2020,104
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Shatin,2020,63
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tai Po,2020,28
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,North,2020,42
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Yuen Long,2020,96
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tsuen Wan,2020,35
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Kwai Tsing,2020,68
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Tuen Mun,2020,67
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Outside Hong Kong,2020,13
CPR,Newly Registered Child Protection Cases,District Where Maltreatment Incident Happened,Unknown,2020,26
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Physical violence,2020,2055
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Sexual violence,2020,21
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Psychological abuse,2020,276
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Type of Violence,Multiple violence,2020,249
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Female,2020,2209
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Sex of Victim,Male,2020,392
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Husband,2020,1593
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Wife,2020,282
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged husband / ex-husband,2020,128
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Estranged wife / ex-wife,2020,26
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual cohabitant,2020,372
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex cohabitant,2020,7
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Heterosexual ex-cohabitant,2020,190
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Perpetrator's Relationship with the Victim,Same-sex ex-cohabitant,2020,3
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Chinese,2020,2366
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indonesian,2020,41
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Filipino,2020,40
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Indian,2020,18
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Pakistani,2020,36
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Nepalese,2020,14
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Thai,2020,7
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,White,2020,2
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Japanese,2020,4
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Other Asian,2020,17
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,African,2020,14
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Others,2020,19
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Ethnicity of Victim,Unknown,2020,23
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Central & Western,2020,52
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Southern,2020,54
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Island,2020,56
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Eastern,2020,151
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wan Chai,2020,50
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kowloon City,2020,135
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yau Tsim Mong,2020,151
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sham Shui Po,2020,105
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Wong Tai Sin,2020,180
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Sai Kung,2020,142
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Kwun Tong,2020,232
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Shatin,2020,172
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tai Po,2020,128
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,North,2020,141
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Yuen Long,2020,328
CISSCBSV,Newly Reported Spouse / Cohabitant Battering Cases,Residential District of Victim at the Time of Incident,Tsuen Wan,2020,110
